6.77613E-07,1.18699E-06,2.07119E-06,3.59637E-06,6.2062E-06,1.0627E-05,1.80197E-05,3.0181E-05,4.97717E-05,8.04919E-05,0.000127013,0.000194313,0.000285914,0.000400562,0.00052758,0.000642906,0.000710406,0.000694002,0.000580573,0.000399534,0.000215028,8.49257E-05,2.27188E-05,3.72159E-06,3.28785E-07,1.33507E-08,2.03748E-10,9.07064E-13,8.56246E-16,1.14701E-19,1.31517E-24,6.82998E-31,7.20931E-39,5.64041E-49,9.1864E-62,6.29604E-78,2.42643E-98,4.1726E-124,1.3183E-156,1.3795E-197,3.0468E-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.79758E-07,1.19146E-06,2.08054E-06,3.61601E-06,6.2475E-06,1.07137E-05,1.82009E-05,3.05567E-05,5.05418E-05,8.20445E-05,0.000130075,0.000200185,0.000296768,0.000419705,0.00055939,0.000691927,0.000779085,0.000779326,0.000671672,0.000479896,0.00027077,0.000113492,3.27207E-05,5.88967E-06,5.85864E-07,2.76218E-08,5.08746E-10,2.86977E-12,3.64945E-15,7.11421E-19,1.30815E-23,1.23118E-29,2.74714E-37,5.51517E-47,2.94186E-59,8.97799E-75,2.2681E-94,4.1602E-119,2.5878E-150,1.1532E-189,2.8656E-239,8.7873E-302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81875E-07,1.19586E-06,2.08976E-06,3.63538E-06,6.28825E-06,1.07994E-05,1.83801E-05,3.09291E-05,5.13069E-05,8.35923E-05,0.000133142,0.000206099,0.000307779,0.000439303,0.000592338,0.000743453,0.000852625,0.000872847,0.000774503,0.00057403,0.000339181,0.000150671,4.67363E-05,9.22389E-06,1.03031E-06,5.62092E-08,1.24409E-09,8.84408E-12,1.50488E-14,4.23265E-18,1.23475E-22,2.07767E-28,9.63406E-36,4.85748E-45,8.25941E-57,1.08478E-71,1.72099E-90,3.1901E-114,3.6498E-144,6.3591E-182,1.5961E-229,1.6332E-289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.83964E-07,1.2002E-06,2.09885E-06,3.65447E-06,6.32845E-06,1.08839E-05,1.85573E-05,3.12978E-05,5.20663E-05,8.51339E-05,0.00013621,0.000212048,0.000318932,0.000459335,0.0006264,0.00079749,0.000931154,0.000975016,0.000890116,0.000683762,0.000422644,0.000198708,6.62005E-05,1.42947E-05,1.78811E-06,1.12494E-07,2.97918E-09,2.65459E-11,6.00266E-14,2.41508E-17,1.10568E-21,3.28128E-27,3.10807E-34,3.85151E-43,2.03155E-54,1.10964E-68,1.05888E-86,1.8787E-109,3.6925E-138,2.3078E-174,5.2504E-220,1.5643E-277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.86023E-07,1.20449E-06,2.10781E-06,3.67329E-06,6.36806E-06,1.09673E-05,1.87322E-05,3.16625E-05,5.28194E-05,8.66676E-05,0.000139275,0.000218023,0.000330213,0.000479774,0.00066154,0.000854024,0.001014777,0.001086259,0.001019576,0.000811056,0.000523867,0.00026032,9.29876E-05,2.19205E-05,3.0623E-06,2.21403E-07,6.98538E-09,7.75925E-11,2.3157E-13,1.32127E-16,9.39062E-21,4.84804E-26,9.22011E-33,2.74777E-41,4.3748E-52,9.60113E-66,5.277E-83,8.4856E-105,2.6749E-132,5.5004E-167,1.0172E-210,7.694E-266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.88054E-07,1.2087E-06,2.11663E-06,3.69181E-06,6.40707E-06,1.10494E-05,1.89048E-05,3.2023E-05,5.35655E-05,8.81917E-05,0.000142334,0.000224017,0.000341605,0.000500591,0.00069772,0.000913029,0.00110357,0.001206973,0.001163953,0.00095799,0.000645887,0.000338759,0.000129517,3.32593E-05,5.17482E-06,4.28479E-07,1.60356E-08,2.20831E-10,8.63853E-13,6.92936E-16,7.56219E-20,6.69879E-25,2.51394E-31,1.76286E-39,8.24212E-50,7.02072E-63,2.12778E-79,2.9356E-100,1.3851E-126,8.5904E-160,1.1576E-201,1.9366E-254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.90054E-07,1.21286E-06,2.1253E-06,3.71004E-06,6.44547E-06,1.11304E-05,1.90749E-05,3.23789E-05,5.43039E-05,8.97046E-05,0.000145382,0.000230021,0.000353091,0.000521755,0.000734891,0.000974463,0.001197582,0.001337514,0.0013243,0.001126747,0.000792081,0.000437875,0.000178874,4.99279E-05,8.62798E-06,8.15324E-07,3.60355E-08,6.1187E-10,3.11559E-12,3.48291E-15,5.77259E-19,8.65328E-24,6.2973E-30,1.0165E-37,1.35758E-47,4.33489E-60,6.93396E-76,7.76727E-96,5.1177E-121,8.7721E-153,7.7158E-193,2.4859E-243,5.824E-307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92024E-07,1.21694E-06,2.13384E-06,3.72797E-06,6.48323E-06,1.121E-05,1.92425E-05,3.273E-05,5.50339E-05,9.12047E-05,0.000148415,0.000236026,0.000364653,0.000543231,0.000773,0.001038265,0.001296826,0.001478186,0.001501634,0.001319587,0.000966157,0.000562173,0.000244945,7.41504E-05,1.41924E-05,1.52527E-06,7.92648E-08,1.65027E-09,1.08619E-11,1.67743E-14,4.17582E-18,1.04464E-22,1.44858E-28,5.265E-36,1.95359E-45,2.25801E-57,1.82418E-72,1.56965E-91,1.3469E-115,5.8438E-146,3.0038E-184,1.6215E-232,2.3972E-293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93964E-07,1.22096E-06,2.14223E-06,3.74558E-06,6.52034E-06,1.12882E-05,1.94074E-05,3.30761E-05,5.57547E-05,9.26902E-05,0.000151431,0.000242024,0.000376272,0.000564983,0.000811982,0.001104357,0.001401277,0.001629235,0.001696921,0.001538811,0.001172139,0.000716862,0.000332559,0.000108943,2.30308E-05,2.80504E-06,1.70642E-07,4.33195E-09,3.65983E-11,7.73921E-14,2.86178E-17,1.17814E-21,3.05863E-27,2.44822E-34,2.45434E-43,9.91378E-55,3.86986E-69,2.41925E-87,2.5203E-110,2.534E-139,6.8111E-176,5.3558E-222,4.189E-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.95872E-07,1.22491E-06,2.15047E-06,3.76287E-06,6.55677E-06,1.13651E-05,1.95695E-05,3.34167E-05,5.64657E-05,9.41594E-05,0.000154423,0.000248005,0.000387928,0.00058697,0.000851768,0.001172641,0.001510871,0.001790839,0.001911043,0.001786728,0.001414332,0.000907883,0.00044764,0.000158336,3.68667E-05,5.07073E-06,3.59497E-07,1.10659E-08,1.19159E-10,3.41984E-13,1.85752E-16,1.24086E-20,5.92527E-26,1.02145E-32,2.69003E-41,3.66543E-52,6.61262E-66,2.83977E-83,3.3472E-105,7.1363E-133,8.9693E-168,8.9255E-212,3.0939E-267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.97748E-07,1.22879E-06,2.15856E-06,3.77984E-06,6.59252E-06,1.14406E-05,1.97288E-05,3.37517E-05,5.71662E-05,9.56106E-05,0.00015739,0.00025396,0.000399599,0.000609149,0.00089228,0.001243,0.001625501,0.001963094,0.002144783,0.002065609,0.001697274,0.001141928,0.000597352,0.000227628,5.82103E-05,9.00949E-06,7.41074E-07,2.75042E-08,3.74821E-10,1.44701E-12,1.14158E-15,1.22005E-19,1.05267E-24,3.82165E-31,2.57034E-39,1.14023E-49,9.09091E-63,2.53506E-79,3.1494E-100,1.3023E-126,6.8402E-160,7.4778E-202,9.6139E-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
